Handle,Title,Tags,Published,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Taxable,Variant Barcode,Cost per item,Status,Photo,Info,Detail,Expiration_date (product.metafields.custom.expiration_date),Stock Status CR (product.metafields.custom.stock_cr),Stock Status NB (product.metafields.custom.stock_nb),Stock Status IN (product.metafields.custom.stock_in),Stock Status BR (product.metafields.custom.stock_br),Wholesaler,
오뚜기 컵누들(매콤) 37.8g*15(OTG Cup Noodle(Spicy) 37.8g*15)[MULTI],오뚜기 컵누들(매콤) 37.8g*15(OTG Cup Noodle(Spicy) 37.8g*15)[MULTI],Cup Noodles,True,8801045571584,=37.8*15,shopify,8,deny,manual,37.00,37.00,True,"=""8801045571584""",27.00,active,O,O,,-,3 Left,1 Left,2 Left,2 Left,CFC,
오뚜기 컵누들(우동) 38.1g(OTG Cup Noodle(Udon) 38.1g)[SINGLE],오뚜기 컵누들(우동) 38.1g(OTG Cup Noodle(Udon) 38.1g)[SINGLE],"Cup Noodles, Mild",True,8801045571867,38,shopify,32,deny,manual,2.70,2.70,True,"=""8801045571867""",1.80,active,O,O,,-,8 Left,2 Left,In stock,In stock,CFC,
오뚜기 컵누들(우동) 38.1g*15(OTG Cup Noodle(Udon) 38.1g*15)[MULTI],오뚜기 컵누들(우동) 38.1g*15(OTG Cup Noodle(Udon) 38.1g*15)[MULTI],Cup Noodles,True,8801045571874,572,shopify,12,deny,manual,37.00,37.00,True,"=""8801045571874""",27.00,active,O,O,,-,4 Left,3 Left,2 Left,3 Left,CFC,
오뚜기 컵떡볶이 오리지널 137G(OTG CUP TTEOKBOKKI ORIGINAL 137G),오뚜기 컵떡볶이 오리지널 137G(OTG CUP TTEOKBOKKI ORIGINAL 137G),"Cup Noodles, Special",TRUE,850033465044,137,shopify,24,deny,manual,3.50,4.50,TRUE,"=""850033465044""",3.07,active,O,O,,Expiration date: 23/09/2025,9 Left,4 Left,4 Left,7 Left,,
오뚜기 컵밥 김치참치덮밥 280g(OTG Kimchi Tuna With Rice 280g),오뚜기 컵밥 김치참치덮밥 280g(OTG Kimchi Tuna With Rice 280g),Instant Foods,TRUE,8801045892207,280,shopify,0,deny,manual,6.50,6.50,TRUE,"=""8801045892207""",4.58,active,O,O,O,-,Out of stock,Out of stock,Out of stock,Out of stock,CFC,
오뚜기 컵밥 매콤낙지덮밥 280g(OTG Spicy Octopus with Rice 280g),오뚜기 컵밥 매콤낙지덮밥 280g(OTG Spicy Octopus with Rice 280g),"Instant Foods, Spicy",True,8801045892245,320,shopify,0,deny,manual,6.50,6.50,True,"=""8801045892245""",4.58,active,O,O,O,-,Out of stock,Out of stock,Out of stock,Out of stock,CFC,
오뚜기 컵밥 불닭마요덮밥 277g(OTG Spicy Chicken&Mayonnaise Cup rice 277g),오뚜기 컵밥 불닭마요덮밥 277g(OTG Spicy Chicken&Mayonnaise Cup rice 277g),"Instant Foods, Spicy",True,8801045892658,277,shopify,0,deny,manual,6.50,6.50,True,"=""8801045892658""",4.58,active,O,O,O,-,Out of stock,Out of stock,Out of stock,Out of stock,CFC,
오뚜기 컵밥 서울식 설렁탕 국밥 311g(OTG Beef Soup & Cup Rice 311g),오뚜기 컵밥 서울식 설렁탕 국밥 311g(OTG Beef Soup & Cup Rice 311g),"Instant Foods, Mild",True,8801045892801,311,shopify,0,deny,manual,6.50,6.50,True,"=""8801045892801""",4.58,active,O,O,O,-,Out of stock,Out of stock,Out of stock,Out of stock,CFC,
오뚜기 컵밥 쇠고기미역국밥 314g(OTG Cooked Rice Seaweed & Beef Soup 314g),오뚜기 컵밥 쇠고기미역국밥 314g(OTG Cooked Rice Seaweed & Beef Soup 314g),"Instant Foods, Mild, Special",True,8801045890289,314,shopify,66,deny,manual,5.99,6.50,True,"=""8801045890289""",4.58,active,O,O,O,Expiration date: 22/10/2025,In stock,In stock,In stock,In stock,CFC,
오뚜기 컵밥 수원식갈비탕밥 311G(OTG Cooked Rice Beef Rib Soup 311G),오뚜기 컵밥 수원식갈비탕밥 311G(OTG Cooked Rice Beef Rib Soup 311G),"Instant Foods, Mild",True,8801045892863,311,shopify,0,deny,manual,6.50,6.50,True,"=""8801045892863""",4.83,active,O,O,O,-,Out of stock,Out of stock,Out of stock,Out of stock,CFC,
오뚜기 컵밥 오삼불고기덮밥 310g(OTG Sipicy Pork&Cuttle Fish With Rice 310g),오뚜기 컵밥 오삼불고기덮밥 310g(OTG Sipicy Pork&Cuttle Fish With Rice 310g),Instant Foods,True,8801045892221,310,shopify,0,deny,manual,6.50,6.50,True,"=""8801045892221""",4.58,active,O,O,O,-,Out of stock,Out of stock,Out of stock,Out of stock,CFC,
오뚜기 컵밥 원조맛집 김치찌개밥 310g(OTG Kimchi Stew With Rice 310g),오뚜기 컵밥 원조맛집 김치찌개밥 310g(OTG Kimchi Stew With Rice 310g),"Instant Foods, Special",True,8801045892634,310,shopify,57,deny,manual,5.99,6.50,True,"=""8801045892634""",4.58,active,O,O,O,Expiration date: 01/10/2025,In stock,In stock,In stock,In stock,CFC,
오뚜기 컵밥 제육덮밥 310g(OTG Spicy Pork with Rice 310g),오뚜기 컵밥 제육덮밥 310g(OTG Spicy Pork with Rice 310g),Instant Foods,True,8801045892214,310,shopify,0,deny,manual,6.50,6.50,True,"=""8801045892214""",4.58,active,O,O,O,-,Out of stock,Out of stock,Out of stock,Out of stock,CFC,
오뚜기 컵밥 진짬뽕밥 217.5g(OTG JIN JJAMBBONG Cup Rice 217.5g),오뚜기 컵밥 진짬뽕밥 217.5g(OTG JIN JJAMBBONG Cup Rice 217.5g),"Instant Foods, Spicy, Special",True,8801045892276,217.5,shopify,59,deny,manual,5.99,6.50,True,"=""8801045892276""",4.58,active,O,O,O,Expiration date: 10/09/2025,In stock,In stock,In stock,In stock,CFC,
오뚜기 컵밥 차돌강된장 보리밥 310g(OTG Beef Soybean Paste With Rice 310g),오뚜기 컵밥 차돌강된장 보리밥 310g(OTG Beef Soybean Paste With Rice 310g),"Instant Foods, Mild",True,8801045892351,218,shopify,0,deny,manual,6.50,6.50,True,"=""8801045892351""",4.58,active,O,O,O,-,Out of stock,Out of stock,Out of stock,Out of stock,CFC,
오뚜기 컵밥 참기름 김치 볶음밥 259G(OTG Sesame Oil and Kimchi Fried Rice 259G),오뚜기 컵밥 참기름 김치 볶음밥 259G(OTG Sesame Oil and Kimchi Fried Rice 259G),Instant Foods,TRUE,8801045875538,259,shopify,0,deny,manual,6.50,6.50,TRUE,"=""8801045875538""",4.58,active,O,O,O,-,Out of stock,Out of stock,Out of stock,Out of stock,,
오뚜기 컵밥 춘천닭갈비덮밥 280g(OTG Chicken BBQ with Rice 280g),오뚜기 컵밥 춘천닭갈비덮밥 280g(OTG Chicken BBQ with Rice 280g),Instant Foods,TRUE,8801045892238,280,shopify,0,deny,manual,6.50,6.50,TRUE,"=""8801045892238""",4.58,active,O,O,O,-,Out of stock,Out of stock,Out of stock,Out of stock,CFC,
오뚜기 컵밥 톡톡 김치알밥 222g(OTG Fishroe&Kimchi Cup Rice 222g),오뚜기 컵밥 톡톡 김치알밥 222g(OTG Fishroe&Kimchi Cup Rice 222g),Instant Foods,True,8801045892344,247,shopify,0,deny,manual,6.50,6.50,True,"=""8801045892344""",4.58,active,O,O,O,-,Out of stock,Out of stock,Out of stock,Out of stock,CFC,
오뚜기 컵밥 황태콩나물해장국밥 301.5G(OTG Cooked Rice Pollack+Bean Sprouts Soup 301.5G),오뚜기 컵밥 황태콩나물해장국밥 301.5G(OTG Cooked Rice Pollack+Bean Sprouts Soup 301.5G),"Instant Foods, Mild, Special",True,8801045890296,301.5,shopify,56,deny,manual,5.99,6.50,True,"=""8801045890296""",4.58,active,O,O,O,Expiration date: 11/09/2025,In stock,In stock,In stock,In stock,CFC,
오뚜기 크림스프 80g(OTG Cream Soup 80g),오뚜기 크림스프 80g(OTG Cream Soup 80g),"Powder, Instant Foods, Special",True,8801045052106,80,shopify,178,deny,manual,2.99,3.50,True,"=""8801045052106""",2.45,active,O,O,O,Expiration date: 14/10/2025,In stock,In stock,In stock,In stock,CFC,
오뚜기 토마토 케찹 300g(OTG Tomato Ketchup 300g),오뚜기 토마토 케찹 300g(OTG Tomato Ketchup 300g),Sauces,True,8801045100111,300,shopify,116,deny,manual,2.90,2.90,True,"=""8801045100111""",2.03,active,O,O,O,-,In stock,In stock,In stock,In stock,CFC,
오뚜기 튀김가루 1kg(OTG Frying Mix 1kg),오뚜기 튀김가루 1kg(OTG Frying Mix 1kg),Powder,True,8801045420509,1000,shopify,67,deny,manual,5.50,5.50,True,"=""8801045420509""",3.90,active,O,O,O,-,In stock,In stock,In stock,In stock,CFC,
오뚜기 튀김가루 500g(OTG Frying Mix 500g),오뚜기 튀김가루 500g(OTG Frying Mix 500g),Powder,True,8801045420400,500,shopify,0,deny,manual,3.80,3.80,True,"=""8801045420400""",2.60,active,O,O,O,-,Out of stock,Out of stock,Out of stock,Out of stock,CFC,
오뚜기 튀김우동 큰컵 110g(OTG Udon Big Bowl 110g),오뚜기 튀김우동 큰컵 110g(OTG Udon Big Bowl  110g),Cup Noodles,True,8801045571829,110,shopify,0,deny,manual,2.90,2.90,True,"=""8801045571829""",2.00,active,O,O,,-,Out of stock,Out of stock,Out of stock,Out of stock,CFC,
오뚜기 튀만전 찍먹소스 320G(OTG GYOZA DIPPING SAUCE 320G),오뚜기 튀만전 찍먹소스 320G(OTG GYOZA DIPPING SAUCE 320G),"Sauces, Special",TRUE,8801045707662,320,shopify,21,deny,manual,2.99,4.90,TRUE,"=""8801045707662""",2.75,active,O,O,O,Expiration date: 06/10/2025,6 Left,5 Left,6 Left,4 Left,,
오뚜기 하이라이스 100g(OTG Hashed Rice Powder 100g),오뚜기 하이라이스 100g(OTG Hashed Rice Powder 100g),Powder,True,8801045040103,100,shopify,52,deny,manual,3.20,3.20,True,"=""8801045040103""",2.23,active,O,O,,-,In stock,In stock,9 Left,8 Left,CFC,
오뚜기 하이라이스 1kg(OTG Hashed Rice Powder 1kg),오뚜기 하이라이스 1kg(OTG Hashed Rice Powder 1kg),Powder,True,8801045040509,1000,shopify,21,deny,manual,14.50,14.50,True,"=""8801045040509""",10.10,active,O,O,,-,7 Left,6 Left,4 Left,4 Left,CFC,
오뚜기 현미식초 900ml(OTG Brown Rice Vinegar 900ml),오뚜기 현미식초 900ml(OTG Brown Rice Vinegar 900ml),Vinegar,True,8801045203317,900,shopify,27,deny,manual,4.70,4.70,True,"=""8801045203317""",3.27,active,O,O,,-,7 Left,In stock,7 Left,2 Left,CFC,
오리온 고래밥 마린보이 40g(Orion Whale Snack EX 40g),오리온 고래밥 마린보이 40g(Orion Whale Snack EX 40g),"Snacks, Special",True,8801117956202,40,shopify,175,deny,manual,1.99,2.50,True,"=""8801117956202""",1.60,active,O,O,O,Expiration date: 29/09/2025,In stock,In stock,In stock,In stock,CFC,
오리온 고소미 70g(Orion Sesame Cracker(Gosome) 70g),오리온 고소미 70g(Orion Sesame Cracker(Gosome) 70g),Snacks,True,8801117282806,70,shopify,119,deny,manual,3.50,3.50,True,"=""8801117282806""",2.15,active,O,O,O,-,In stock,In stock,In stock,In stock,CFC,
오리온 꼬북칩 초코츄러스 대 160G(Orion Turtle ChocoChurros 160G),오리온 꼬북칩 초코츄러스 대 160G(Orion Turtle ChocoChurros 160G),Snacks,True,8801117983208,160,shopify,0,deny,manual,7.99,7.99,True,"=""8801117983208""",4.93,active,O,O,O,-,Out of stock,Out of stock,Out of stock,Out of stock,CFC,
오리온 꼬북칩(콘스프) 160g(Orion Turtle Chip(Corn Soup) 160g),오리온 꼬북칩(콘스프) 160g(Orion Turtle Chip(Corn Soup) 160g),Snacks,True,8801117784508,160,shopify,0,deny,manual,7.99,7.99,True,"=""8801117784508""",5.08,active,O,O,O,-,Out of stock,Out of stock,Out of stock,Out of stock,CFC,
오리온 땅콩강정 167g(Orion Peanut&Rice Cookie 167g),오리온 땅콩강정 167g(Orion Peanut&Rice Cookie 167g),Snacks,True,8801117761905,167,shopify,0,deny,manual,6.99,6.99,True,"=""8801117761905""",4.33,active,O,O,O,-,Out of stock,Out of stock,Out of stock,Out of stock,CFC,
오리온 마이구미 복숭아 66g(Orion My Gummy Peach 66g),오리온 마이구미 복숭아 66g(Orion My Gummy Peach 66g),Confectionaries,True,8801117342104,66,shopify,165,deny,manual,2.50,2.50,True,"=""8801117342104""",1.48,active,O,O,O,-,In stock,In stock,In stock,In stock,CFC,
오리온 마이구미 포도 66g(Orion My Gummy Grape 66g),오리온 마이구미 포도 66g(Orion My Gummy Grape 66g),Confectionaries,TRUE,8801117339708,66,shopify,11,deny,manual,2.50,2.50,TRUE,"=""8801117339708""",1.48,active,O,O,O,-,Out of stock,Out of stock,9 Left,2 Left,CFC,
오리온 썬칩 갈릭바게트 135G(Orion Sun Chip GarlicBaguette 135G),오리온 썬칩 갈릭바게트 135G(Orion Sun Chip GarlicBaguette 135G),Snacks,True,8801117681906,135,shopify,0,deny,manual,6.90,6.90,True,"=""8801117681906""",4.33,active,O,O,O,-,Out of stock,Out of stock,Out of stock,Out of stock,CFC,
오리온 썬칩 핫스파이시 135g(Orion Sun Chip Hot Spicy 135g),오리온 썬칩 핫스파이시 135g(Orion Sun Chip Hot Spicy 135g),"Snacks, Anju",True,8801117798307,135,shopify,0,deny,manual,6.90,6.90,True,"=""8801117798307""",4.33,active,O,O,O,-,Out of stock,Out of stock,Out of stock,Out of stock,CFC,
오리온 오감자(이탈리안그라탕) 115g(Orion Oh-Potato(Italian Gratin) 115g),오리온 오감자(이탈리안그라탕) 115g(Orion Oh-Potato(Italian Gratin) 115g),Snacks,True,8801117718008,115,shopify,0,deny,manual,7.90,7.90,True,"=""8801117718008""",4.92,active,O,O,,-,Out of stock,Out of stock,Out of stock,Out of stock,CFC,
오리온 오감자(칠리) 115g(Orion Oh-Potato(Chilli ) 115g),오리온 오감자(칠리) 115g(Orion Oh-Potato(Chilli ) 115g),Snacks,TRUE,8801117720209,115,shopify,0,deny,manual,7.90,7.90,TRUE,"=""8801117720209""",4.92,active,O,O,,-,Out of stock,Out of stock,Out of stock,Out of stock,CFC,
오리온 오징어 땅콩 수출용 202g(Orion Squid & Peanut Ball 202G),오리온 오징어 땅콩 수출용 202g(Orion Squid & Peanut Ball 202G),"Snacks, Anju",True,8801117985004,202,shopify,0,deny,manual,7.99,7.99,True,"=""8801117985004""",4.94,active,O,O,O,-,Out of stock,Out of stock,Out of stock,Out of stock,CFC,
오리온 왕고래밥 56G(Orion King Korepab EX 56G),오리온 왕고래밥 56G(Orion King Korepab EX 56G),Snacks,True,8801117912406,56,shopify,0,deny,manual,2.99,2.99,True,"=""8801117912406""",1.88,active,O,O,O,-,Out of stock,Out of stock,Out of stock,Out of stock,CFC,
오리온 참붕어빵 174g(Orion Golden Fish Muffin 174g),오리온 참붕어빵 174g(Orion Golden Fish Muffin 174g),Snacks,True,8801117530815,174,shopify,0,deny,manual,8.50,8.50,True,"=""8801117530815""",5.33,active,O,O,O,-,Out of stock,Out of stock,Out of stock,Out of stock,CFC,
오리온 초코송이 50g(Orion Chocosongie 50g),오리온 초코송이 50g(Orion Chocosongie 50g),Snacks,True,8801117446901,50,shopify,0,deny,manual,2.50,2.50,True,"=""8801117446901""",1.54,active,O,O,O,-,Out of stock,Out of stock,Out of stock,Out of stock,CFC,
오리온 초코파이 468g(Orion Chocopie 468g),오리온 초코파이 468g(Orion Chocopie 468g),Snacks,True,8801117943516,468,shopify,0,deny,manual,8.90,8.90,True,"=""8801117943516""",5.62,active,O,O,O,-,Out of stock,Out of stock,Out of stock,Out of stock,CFC,
오리온 촉촉한 초코칩 160g(Orion Soft Chocochip 160g),오리온 촉촉한 초코칩 160g(Orion Soft Chocochip 160g),Snacks,True,8801117276201,160,shopify,41,deny,manual,6.50,6.50,True,"=""8801117276201""",4.10,active,O,O,O,-,In stock,8 Left,In stock,1 Left,CFC,
오리온 포카칩(어니언) 137g(Orion Poca Chip(Onion) 137g),오리온 포카칩(어니언) 137g(Orion Poca Chip(Onion) 137g),Snacks,True,8801117760403,137,shopify,0,deny,manual,8.50,8.50,True,"=""8801117760403""",5.42,active,O,O,,-,Out of stock,Out of stock,Out of stock,Out of stock,CFC,
오리온 포카칩(오리지날) 137g(Orion Poca Chip(Original) 137g),오리온 포카칩(오리지날) 137g(Orion Poca Chip(Original) 137g),"Snacks, Anju",True,8801117760205,137,shopify,0,deny,manual,8.50,8.50,True,"=""8801117760205""",5.42,active,O,O,,-,Out of stock,Out of stock,Out of stock,Out of stock,CFC,
오리온 후레쉬베리 168g(Orion Fresh Berry 168g),오리온 후레쉬베리 168g(Orion Fresh Berry 168g),Snacks,True,8801117540210,168,shopify,0,deny,manual,7.50,7.50,True,"=""8801117540210""",4.78,active,O,O,O,-,Out of stock,Out of stock,Out of stock,Out of stock,CFC,
오벤토 스시라이스 10KG(OBENTO Sushi Rice 10kg),오벤토 스시라이스 10KG(OBENTO Sushi Rice 10kg),Rice,True,9310432005322,10000,shopify,26,deny,manual,23.90,23.90,True,"=""9310432005322""",19.80,active,O,O,O,-,9 Left,4 Left,6 Left,7 Left,CFC,
오벤토 스시라이스 1KG(OBENTO Sushi Rice 1KG),오벤토 스시라이스 1KG(OBENTO Sushi Rice 1KG),Rice,TRUE,9310432005315,1000,shopify,3,deny,manual,3.99,3.99,TRUE,"=""9310432005315""",3.00,active,O,O,O,-,Out of stock,Out of stock,3 Left,Out of stock,CFC,
오벤토 스시라이스 5kg(OBENTO Sushi Rice 5kg),오벤토 스시라이스 5kg(OBENTO Sushi Rice 5kg),Rice,True,9310432005339,5000,shopify,0,deny,manual,13.50,13.50,True,"=""9310432005339""",11.20,active,O,O,O,-,Out of stock,Out of stock,Out of stock,Out of stock,CFC,
오징어실채 50G(DRIED SQUID STRIP SLICED 50G),오징어실채 50G(DRIED SQUID STRIP SLICED 50G),"Frozen Foods, Dried, Seafood",True,8809324628417,50,shopify,9,deny,manual,5.90,5.90,True,"=""8809324628417""",4.00,active,O,O,,-,2 Left,4 Left,3 Left,Out of stock,CFC,
오징어채 진미 170G(Shredded Squid 170G),오징어채 진미 170G(Shredded Squid 170G),"Frozen Foods, Dried, Seafood",True,8809067360311,170,shopify,0,deny,manual,13.90,13.90,True,"=""8809067360311""",9.20,active,O,O,,-,Out of stock,Out of stock,Out of stock,Out of stock,CFC,
옹심원 청국장 200g(OSW Soybean Paste(Cheonggukjang) 200g),옹심원 청국장 200g(OSW Soybean Paste(Cheonggukjang) 200g),"Paste, Fresh Foods, Special",True,8809174880843,200,shopify,8,deny,manual,4.99,5.70,True,"=""8809174880843""",3.79,active,O,O,,Expiration date: 22/08/2025,3 Left,1 Left,1 Left,3 Left,CFC,
왕 가쓰오 우동 용기 221g(Wang Katsuo Udon Bowl 221g),왕 가쓰오 우동 용기 221g(Wang Katsuo Udon Bowl 221g),Cup Noodles,True,87703023727,221,shopify,0,deny,manual,5.99,5.99,True,"=""87703023727""",3.86,active,O,O,,-,Out of stock,Out of stock,Out of stock,Out of stock,KS,
왕 고갈비 260G(WANG SALTED MACKEREL 260G),왕 고갈비 260G(WANG SALTED MACKEREL 260G),Seafood,TRUE,87703184053,260,shopify,0,deny,manual,10.90,10.90,TRUE,"=""87703184053""",5.63,active,O,O,O,-,Out of stock,Out of stock,Out of stock,Out of stock,KS,
왕 까르보나라 불닭떡볶이 169g(Wang Hot Chicken Carbonara ToPoKki 169g),왕 까르보나라 불닭떡볶이 169g(Wang Hot Chicken Carbonara ToPoKki 169g),"Instant Foods, Instant Noodles, New",True,87703071025,169,shopify,16,deny,manual,6.50,6.50,True,"=""87703071025""",4.33,active,O,O,,-,3 Left,5 Left,5 Left,3 Left,KS,
왕 깨소금 227g(Wang Roasted Sesame Seed 227g),왕 깨소금 227g(Wang Roasted Sesame Seed 227g),"Seasonings, Cold",True,87703082717,227,shopify,44,deny,manual,8.70,8.70,True,"=""87703082717""",5.66,active,O,O,,-,In stock,In stock,In stock,In stock,KS,
왕 다진마늘 453G(WANG MINCED GARLIC 453G),왕 다진마늘 453G(WANG MINCED GARLIC 453G),Fresh Foods,True,87703171282,453,shopify,17,deny,manual,7.99,7.99,True,"=""87703171282""",5,active,O,O,,-,3 Left,4 Left,5 Left,5 Left,KS,
왕 도미살 어묵 453g(WANG Fish Ball(Snapper) 453g),왕 도미살 어묵 453g(WANG Fish Ball(Snapper) 453g),Frozen Foods,True,87703131255,453,shopify,0,deny,manual,9.20,9.20,True,"=""87703131255""",0.00,active,O,O,,-,Out of stock,Out of stock,Out of stock,Out of stock,,
왕 미역줄기 198g(Wang Salted Seaweed Stem 198g),왕 미역줄기 198g(Wang Salted Seaweed Stem 198g),"Seaweed, Fresh Foods, Banchan",True,87703003569,198,shopify,0,deny,manual,3.70,3.70,True,"=""87703003569""",2.33,active,O,O,,-,Out of stock,Out of stock,Out of stock,Out of stock,KS,
왕 미역줄기 283G(Wang Salted Seaweed Stem 283G),왕 미역줄기 283G(Wang Salted Seaweed Stem 283G),"Seaweed, Fresh Foods, Banchan",TRUE,87703014350,283,shopify,35,deny,manual,4.50,4.50,TRUE,"=""87703014350""",2.57,active,O,O,,-,5 Left,In stock,In stock,8 Left,KS,
왕 바지락살 283g(Wang Clam Meat 283g),왕 바지락살 283g(Wang Clam Meat 283g),Seafood,True,87703040175,283,shopify,20,deny,manual,9.20,9.20,True,"=""87703040175""",5.42,active,O,O,,-,In stock,7 Left,3 Left,Out of stock,KS,
왕 바지락탕 340g(Wang Clam 340g),왕 바지락탕 340g(Wang Clam 340g),"Seafood, Anju",True,87703190054,340,shopify,38,deny,manual,6.70,6.70,True,"=""87703190054""",3.96,active,O,O,,-,In stock,In stock,7 Left,8 Left,KS,
왕 베개강냉이 310g(Wang PopCorn Snack 310g),왕 베개강냉이 270G(Wang PopCorn Snack 270G),Snacks,TRUE,87703152908,270,shopify,0,deny,manual,10.80,10.80,TRUE,"=""87703152908""",,active,O,O,,-,Out of stock,Out of stock,Out of stock,Out of stock,,
왕 보리냉면 624g(Wang Barley Cold Noodle with Soup 624g),왕 보리냉면 624g(Wang Barley Cold Noodle with Soup 624g),"Noodles, Instant Noodles",TRUE,87703201835,624,shopify,0,deny,manual,8.90,8.90,TRUE,"=""87703201835""",5.1,active,O,O,,-,Out of stock,Out of stock,Out of stock,Out of stock,KS,
왕 불닭떡볶이컵 183g(Wang Rice Cake Cup With Hot Sauce 183g),왕 불닭떡볶이컵 183g(Wang Rice Cake Cup With Hot Sauce 183g),"Instant Foods, Instant Noodles, New",True,87703304253,183,shopify,24,deny,manual,6.50,6.50,True,"=""87703304253""",3.6,active,O,O,,-,6 Left,6 Left,6 Left,6 Left,KS,
왕 불닭볶음우동 442G(WANG HOT CHICKEN UDON 2 PORTIONS),왕 불닭볶음우동 442G(WANG HOT CHICKEN UDON 2 PORTIONS),", Special",TRUE,87703220867,,shopify,1,deny,manual,7.60,9.50,TRUE,"=""87703220867""",5.92,active,O,O,,Expiration date: 25/08/2025,Out of stock,Out of stock,1 Left,Out of stock,KS,
왕 속초할머니 명란젓갈 200g(Wang Seasoned Pollack Roe 200g),왕 속초할머니 명란젓갈 200g(Wang Seasoned Pollack Roe 200g),"Frozen Foods, Seafood, Banchan",True,8809021691189,200,shopify,20,deny,manual,18.90,18.90,True,"=""8809021691189""",10,active,O,O,,-,7 Left,6 Left,4 Left,3 Left,KS,
왕 스시진져 핑크편강 170G(Wang Pickled Ginger Sliced 170G),왕 스시진져 핑크편강 170G(Wang Pickled Ginger Sliced 170G),Pickles,True,87703022300,170,shopify,26,deny,manual,5.99,5.99,True,"=""87703022300""",3.78,active,O,O,,-,5 Left,6 Left,6 Left,9 Left,KS,
왕 스시진져 핑크편강 340G(Wang Pickled Ginger Sliced 340G),왕 스시진져 핑크편강 340G(Wang Pickled Ginger Sliced 340G),Pickles,TRUE,87703022294,340,shopify,28,deny,manual,13.30,13.30,TRUE,"=""87703022294""",8.33,active,O,O,,-,7 Left,4 Left,In stock,7 Left,KS,
왕 잡채소스 480g(Wang Japchae Sauce 480g),왕 잡채소스 480g(Wang Japchae Sauce 480g),Sauces,True,87703154759,480,shopify,28,deny,manual,7.70,7.70,True,"=""87703154759""",4.67,active,O,O,,-,9 Left,3 Left,In stock,2 Left,KS,
왕 중화 볶음짜장 450g(WANG Black Bean Paste 450g),왕 중화 볶음짜장 450g(WANG Black Bean Paste 450g),"Paste, Special",TRUE,87703001749,450,shopify,8,deny,manual,6.80,8.50,TRUE,"=""87703001749""",5.17,active,O,O,,-,3 Left,1 Left,2 Left,2 Left,KS,
왕 카라멜 약식원료 190ML(WANG CARAMEL PREPARATION 190ML),왕 카라멜 약식원료 190ML(WANG CARAMEL PREPARATION 190ML),Sauces,True,87703008366,190,shopify,19,deny,manual,4.50,4.50,True,"=""87703008366""",0.00,active,O,O,,-,8 Left,4 Left,4 Left,3 Left,,
왕 태양초 고추가루 227g(Wang Chilli Powder 227g),왕 태양초 고추가루 227g(Wang Chilli Powder 227g),Seasonings,True,87703143210,227,shopify,30,deny,manual,9.50,9.50,True,"=""87703143210""",4.79,active,O,O,,-,6 Left,7 Left,5 Left,In stock,KS,
왕 한국산 쌈용 다시마 283g(Wang FRESH SALTED KELP 283g),왕 한국산 쌈용 다시마 283g(Wang FRESH SALTED KELP 283g),"Fresh Foods, Banchan, BBQ",TRUE,87703015142,283,shopify,8,deny,manual,3.60,3.60,TRUE,"=""87703015142""",2,active,O,O,,-,Out of stock,1 Left,3 Left,4 Left,KS,
왕 해물우동 용기 196g(Wang Seafood Udon Bowl 196g),왕 해물우동 용기 196g(Wang Seafood Udon Bowl 196g),Cup Noodles,True,87703023734,196,shopify,0,deny,manual,5.90,5.90,True,"=""87703023734""",3.86,active,O,O,,-,Out of stock,Out of stock,Out of stock,Out of stock,KS,
왕 현미강정미니 350G(WANG BROWN RICE MINI BITE),왕 현미강정미니 350G(WANG BROWN RICE MINI BITE),Snacks,TRUE,8936194500694,350,shopify,0,deny,manual,9.50,9.50,TRUE,"=""8936194500694""",6.42,active,O,O,,-,Out of stock,Out of stock,Out of stock,Out of stock,KS,
왕 훠궈양념(김치) 200g(Wang Soup Base For Hot Pot(Kimchi) 200g),왕 훠궈양념(김치) 200g(Wang Soup Base For Hot Pot(Kimchi) 200g),Broth,True,87703315990,200,shopify,45,deny,manual,4.30,4.30,True,"=""87703315990""",0.00,active,O,O,,-,In stock,In stock,3 Left,9 Left,CFC,
왕 훠궈양념(불고기) 200g(Wang Soup Base For Hot Pot(Bulgogi) 200g),왕 훠궈양념(불고기) 200g(Wang Soup Base For Hot Pot(Bulgogi) 200g),Broth,True,87703315969,200,shopify,50,deny,manual,4.30,4.30,True,"=""87703315969""",0.00,active,O,O,L,-,In stock,In stock,In stock,In stock,CFC,
왕 훠궈양념(육개장) 200g(Wang Soup Base For Hot Pot(Spicy Vegetable) 200g),왕 훠궈양념(육개장) 200g(Wang Soup Base For Hot Pot(Spicy Vegetable) 200g),Broth,True,87703315976,200,shopify,47,deny,manual,4.30,4.30,True,"=""87703315976""",0.00,active,O,O,,-,In stock,In stock,9 Left,9 Left,CFC,
왕 훠궈양념(해산물) 200g(Wang Soup Base For Hot Pot(Seafood) 200g),왕 훠궈양념(해산물) 200g(Wang Soup Base For Hot Pot(Seafood) 200g),Broth,True,87703315983,200,shopify,36,deny,manual,4.30,4.30,True,"=""87703315983""",0.00,active,O,O,,-,7 Left,9 Left,In stock,9 Left,CFC,
